trial,has_wave,has_rotation,final_energy,max_amplitude
247,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03744881600141525,0.2649168074131012
248,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03230246156454086,0.2696562111377716
249,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03380198776721954,0.2695821523666382
250,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03677797690033913,0.28779464960098267
251,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02835128642618656,0.2303045243024826
252,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03210318088531494,0.2614009380340576
253,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.027032960206270218,0.2730148434638977
254,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0270683690905571,0.18072082102298737
255,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03013864904642105,0.2989230751991272
256,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03957730904221535,0.2056666612625122
257,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.027080563828349113,0.2134585827589035
258,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0363365113735199,0.3139640688896179
259,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02397889457643032,0.2780452072620392
260,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.028250571340322495,0.20450425148010254
261,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03586570918560028,0.27239060401916504
262,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03511197119951248,0.3220881521701813
263,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029565101489424706,0.285784512758255
264,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.031381890177726746,0.23852883279323578
265,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03997468203306198,0.29937559366226196
266,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.031682997941970825,0.2559044063091278
267,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.034552186727523804,0.2627425193786621
268,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0491228923201561,0.19039924442768097
269,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04369596764445305,0.20313020050525665
270,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03202912211418152,0.20592401921749115
